method	contrast	direction	ontology	GO_ID	Description	pvalue	p.adjust	qvalue	Count	signed_effect
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0031589	BP: cell-substrate adhesion	0.1111111111111111	0.3844208396560445	0.3214155773855478	20	1.354230001048108
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0035622	BP: intrahepatic bile duct development	0.11137440758293839	0.3847479534683326	0.3216890783615653	17	1.3865845682931093
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0050482	BP: arachidonic acid secretion	0.11228070175438597	0.38496240601503756	0.3218683828685287	16	-1.352207787841193
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0006003	BP: fructose 2,6-bisphosphate metabolic process	0.11228070175438597	0.38496240601503756	0.3218683828685287	16	-1.3510109960357755
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0030033	BP: microvillus assembly	0.11228070175438597	0.38496240601503756	0.3218683828685287	16	-1.350463820182425
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:2000379	BP: positive regulation of reactive oxygen species metabolic process	0.11228070175438597	0.38496240601503756	0.3218683828685287	20	-1.3397092160910256
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0008625	BP: extrinsic apoptotic signaling pathway via death domain receptors	0.11185308848080133	0.38496240601503756	0.3218683828685287	25	-1.331988108135243
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0019752	BP: carboxylic acid metabolic process	0.1125	0.38513513513513514	0.3220128022759602	13	-1.3447565799100074
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0045820	BP: negative regulation of glycolytic process	0.11293260473588343	0.38545859101469193	0.3222832448419239	10	-1.3668959731188914
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0001508	BP: action potential	0.1128747795414462	0.38545859101469193	0.3222832448419239	14	-1.3631419513670686
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0060034	BP: notochord cell differentiation	0.11389521640091116	0.3864301985030914	0.3230956091824093	12	1.3891275054349357
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0007221	BP: positive regulation of transcription of Notch receptor target	0.11389521640091116	0.3864301985030914	0.3230956091824093	12	1.3884370112732707
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0010863	BP: positive regulation of phospholipase C activity	0.11389521640091116	0.3864301985030914	0.3230956091824093	12	1.38623687854759
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0050890	BP: cognition	0.11352253756260434	0.3864301985030914	0.3230956091824093	25	-1.3231606751062488
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:0005874	CC: microtubule	0.048067753001371234	0.38769400781433844	0.35667185143381586	163	1.2125640959118125
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0060546	BP: negative regulation of necroptotic process	0.11486486486486487	0.3891409983534798	0.3253621181985928	11	1.4032114112516074
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0035999	BP: Tetrahydrofolate interconversion	0.11538461538461539	0.3899743437931715	0.3260588811677902	13	1.383294386729393
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0002082	BP: regulation of oxidative phosphorylation	0.11545293072824156	0.3899743437931715	0.3260588811677902	12	-1.360256703895031
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0006207	BP: 'de novo' pyrimidine nucleobase biosynthetic process	0.11574074074074074	0.3903681788297173	0.3263881679873583	20	1.341654173671541
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0003140	BP: determination of left/right asymmetry in lateral mesoderm	0.11594202898550725	0.39046946246226966	0.3264728515785643	23	1.3602947602751938
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0002218	BP: activation of innate immune response	0.11611785095320624	0.39048480851520684	0.3264856824658539	18	-1.3572726516931364
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:1902725	BP: negative regulation of satellite cell differentiation	0.11699779249448124	0.3911363150841895	0.3270304093340107	10	1.407720967007398
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0043393	BP: regulation of protein binding	0.11662531017369727	0.3911363150841895	0.3270304093340107	25	1.3235376136217063
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0050919	BP: negative chemotaxis	0.1167192429022082	0.3911363150841895	0.3270304093340107	56	1.2659714831292057
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0030036	BP: actin cytoskeleton organization	0.11693548387096774	0.3911363150841895	0.3270304093340107	161	1.1994722920463057
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0090051	BP: negative regulation of cell migration involved in sprouting angiogenesis	0.11764705882352941	0.3927310309189561	0.3283637566917034	18	1.3505516436509855
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0002281	BP: macrophage activation involved in immune response	0.11785714285714285	0.39285714285714285	0.32846919931407464	13	-1.3388988444946488
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0006103	BP: 2-oxoglutarate metabolic process	0.11805555555555555	0.39294403892944035	0.3285418534169975	16	1.3598987165585288
GSEA	P_OL_vs_N_OD	NES_positive	CC	GO:1990454	CC: L-type voltage-gated calcium channel complex	0.04963248073872625	0.3938577503782793	0.3623423890942664	13	1.510959524287709
GSEA	P_OL_vs_N_OD	NES_positive	MF	GO:0010997	MF: anaphase-promoting complex binding	0.0625	0.3943089430894309	0.35836542575952074	15	1.4619878451046564
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0048812	BP: neuron projection morphogenesis	0.1187683284457478	0.3947402169916982	0.33004364403137837	63	-1.266054684805867
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0009880	BP: embryonic pattern specification	0.11948051948051948	0.39652923495718256	0.33153944806438485	38	1.2928589293956496
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0097542	CC: ciliary tip	0.05087719298245614	0.39732664995822886	0.36553371733427137	11	-1.4838403674871339
GSEA	P_OL_vs_N_OD	NES_negative	CC	GO:0045121	CC: membrane raft	0.05172413793103448	0.39762931034482757	0.3658121597096189	100	-1.3538109599056523
GSEA	P_OL_vs_N_OD	NES_negative	BP	GO:0032008	BP: positive regulation of TOR signaling	0.12020033388981637	0.3983383157976473	0.333052026735706	25	-1.308273790787594
GSEA	P_OL_vs_N_OD	NES_negative	MF	GO:0005332	MF: gamma-aminobutyric acid	0.06403940886699508	0.4007627522644208	0.3642309332842674	19	-1.4866362307311156
GSEA	P_OL_vs_N_OD	NES_positive	BP	GO:0045843	BP: negative regulation of striated muscle tissue development	0.12162162162162163	0.4009715696424305	0.33525369927167203	11	1.364575669708356
